uid,title,type,identifier,uri,tags,shortDescription,description,learningOutcomes
0x2f6,"LM36 - LANDM - leadership development: Planning and implementing change - Understand your stakeholders",elearning,p16816_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2f6/index.htm,"for-review","","",""
0x2f7,"LM36 - LANDM - leadership development: Planning and implementing change - Prepare your plan",elearning,p16625_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2f7/index.htm,"for-review","","",""
0x2f8,"LM36 - LANDM - leadership development: Planning and implementing change - Understand your change",elearning,p16765_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2f8/index.htm,"for-review","","",""
0x2f9,"LM10 - LEADERSHIP AND MANAGEMENT - BUILDING EMOTIONAL INTELLIGENCE",elearning,p13969_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2f9/index.htm,"for-review","","",""
0x263,"Unconcious bias",website,,,"profession:commercial,mandatory,department:cshr,grade:aa","Helps you to understand unconscious bias and how it affects attitudes, behaviours and decision-making.","",""
0x2fb,"LM10 - LANDM: Emotional intelligence - Emotional intelligence overview",elearning,p13967_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2fb/index.htm,"for-review","","",""
0x2fc,"LM10 - LEADERSHIP AND MANAGEMENT - FROM SELF AWARENESS TO SELF MANAGEMENT",elearning,p14018_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2fc/index.htm,"for-review","","",""
0x2fd,"CS35 - Customer Service: Handling complaints - Handling customer dissatisfaction",elearning,p16286_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2fd/index.htm,"for-review","","",""
0x2fe,"CS35 - Customer Service: Handling complaints - Recognising customer dissatisfaction",elearning,p16220_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2fe/index.htm,"for-review","","",""
0x2ff,"CS35 - Customer Service: Handling complaints - The final steps of the complaints process",elearning,p16227_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x2ff/index.htm,"for-review","","",""
0x300,"DG8 - Digital: Introduction to social media - Quick quiz",elearning,p18930_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x300/index.htm,"for-review","","",""
0x301,"DG8 - Digital: Introduction to social media - Knowledge check",elearning,p18929_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x301/index.htm,"for-review","","",""
0x302,"DG8 - Digital: Introduction to social media - Why social media",elearning,p18785_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x302/index.htm,"for-review","","",""
0x303,"DG8 - Digital - Introduction to Social Media",elearning,p18786_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x303/index.htm,"for-review","","",""
0x304,"DG8 - Digital: Introduction to social media - What is it good for?",elearning,p18784_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x304/index.htm,"for-review","","",""
0x305,"FI2 - Finance: Working with finance in the business of government - Transactional finance and link to commercial process",elearning,p15530_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x305/index.htm,"for-review","","",""
0x306,"FI2 - Finance: Working with finance in the business of government - Financial reporting and statements",elearning,p15537_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x306/index.htm,"for-review","","",""
0x307,"FI2 - FINANCE - WORKING WITH FINANCE IN GOVERNMENT - IMPORTANCE OF ACCOUNTING AND STANDARDS",elearning,p15532_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x307/index.htm,"for-review","","",""
0x308,"FI2 - Finance: Working with finance in the business of government - Digital formative assessment",elearning,p15646_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x308/index.htm,"for-review","","",""
0x309,"CS39 - Customer Service: Customer insight - Customer insight: the basics",elearning,p15110_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x309/index.htm,"for-review","","",""
0x30a,"CS39 - Customer Service: Customer insight - Connecting with your customers",elearning,p15109_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30a/index.htm,"for-review","","",""
0x30b,"CS39 - Customer Service: Customer insight - Hypothesis writing",elearning,p15157_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30b/index.htm,"for-review","","",""
0x30c,"FI1 - Finance: Awareness of finance in government - How it works in your department",elearning,p12862_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30c/index.htm,"for-review","","",""
0x30d,"FI1 - Finance: Awareness of finance in government - Knowledge Check",elearning,p13026_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30d/index.htm,"for-review","","",""
0x30e,"FI1 - Finance: Awareness of finance in government - Follow the money",elearning,p12847_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30e/index.htm,"for-review","","",""
0x30f,"FI1 - Finance: Awareness of finance in government - Staying accountable",elearning,p12870_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x30f/index.htm,"for-review","","",""
0x310,"CS5 - Customer Service: Introduction to continuous improvement and quality management - Problem solving",elearning,p12633_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x310/index.htm,"for-review","","",""
0x311,"CS5 - Customer Service: Introduction to continuous improvement and quality management - Dealing with waste",elearning,p12627_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x311/index.htm,"for-review","","",""
0x312,"LM81- LANDM - managing people: Attendance management - Attendance management challenge 2",elearning,p18322_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x312/index.htm,"for-review","","",""
0x313,"LM81- LANDM - managing people: Attendance management - Attendance management essentials",elearning,p17598_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x313/index.htm,"for-review","","",""
0x314,"LM81- LANDM - managing people: Attendance management - Attendance management quiz",elearning,p17675_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x314/index.htm,"for-review","","",""
0x315,"LM81- LANDM - managing people: Attendance management - Managing the attendance process",elearning,p18225_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x315/index.htm,"for-review","","",""
0x316,"LM81- LANDM - managing people: Attendance management - Attendance management challenge 1",elearning,p17754_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x316/index.htm,"for-review","","",""
0x317,"AN4 \u2013 Systems and complexity",elearning,p20175_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x317/index.htm,"for-review","","",""
0x318,"FI3 - Finance: Working with budgets - Managing a budget",elearning,p15580_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x318/index.htm,"for-review","","",""
0x319,"FI3 - Finance: Working with budgets - Creating a budget",elearning,p15559_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x319/index.htm,"for-review","","",""
0x31a,"FI3 - Finance: Working with budgets - Principles of budgeting",elearning,p15551_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31a/index.htm,"for-review","","",""
0x31b,"FI3 - Finance: Working with budgets - Online formative assessment",elearning,p15599_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31b/index.htm,"for-review","","",""
0x31c,"PL1 - Introduction to policy: Introduction to policy - The 3 drivers of policy",elearning,p18063_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31c/index.htm,"for-review","","",""
0x31d,"DI2 - Diversity and Inclusion - Disability Inclusive Management: Activity 2: Disability facts and figures (NEW- COPY)",elearning,p19964_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31d/index.htm,"for-review","","",""
0x31e,"CM2 - Commercial cycle 1: Setting the direction - Knowledge check",elearning,p15798_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31e/index.htm,"for-review","","",""
0x31f,"CM2 - Commercial cycle 1: Setting the direction - Marketing and purchasing power",elearning,p15783_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x31f/index.htm,"for-review","","",""
0x320,"CM2 - Commercial cycle 1: Setting the direction - Strategic commerical decisions",elearning,p15774_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x320/index.htm,"for-review","","",""
0x321,"CM2 - Commercial cycle 1: Setting the direction - Requirements and demand for the service",elearning,p15752_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x321/index.htm,"for-review","","",""
0x322,"LM22 - LANDM - managing people: Conducting high quality conversations - Conducting high quality conversations",elearning,p14179_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x322/index.htm,"for-review","","",""
0x323,"DI1 - EDI: Becoming disability confident - Case Studies",elearning,p12583_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x323/index.htm,"for-review","","",""
0x324,"DI1 - EDI: Becoming disability confident - Knowledge check",elearning,p12586_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x324/index.htm,"for-review","","",""
0x325,"DI1 - EDI: Becoming disability confident - Visible and non-visible disabilities",elearning,p12573_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x325/index.htm,"for-review","","",""
0x326,"DI1 - EDI: Becoming disability confident - Managing a diverse team",elearning,p12577_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x326/index.htm,"for-review","","",""
0x327,"DI1 - EDI: Becoming disability confident - Introduction",elearning,p12563_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x327/index.htm,"for-review","","",""
0x328,"DG18 - Digital: Digital leadership and innovation - Building quality digital service: part 1",elearning,p18829_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x328/index.htm,"for-review","","",""
0x329,"DG18 - Digital: Digital leadership and innovation - Digital transformation",elearning,p17448_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x329/index.htm,"for-review","","",""
0x32a,"DG18 - Digital: Digital leadership and innovation - Digital and you: part 1",elearning,p17508_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32a/index.htm,"for-review","","",""
0x32b,"DG18 - Digital: Digital leadership and innovation - Making informed decisions",elearning,p17618_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32b/index.htm,"for-review","","",""
0x32c,"DI3 - Equality, Diversity AND Inclusion: Unconscious bias - Unconscious bias",elearning,p12809_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32c/index.htm,"for-review","","",""
0x32d,"PD9 - Project delivery: Outcomes and Benefits - Why focus on outcomes and benefits?",elearning,p19942_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32d/index.htm,"for-review","","",""
0x32e,"PD9 - Project delivery: Outcomes and Benefits - Keeping your eye on outcomes and benefits",elearning,p19944_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32e/index.htm,"for-review","","",""
0x32f,"PD9 - Project delivery: Outcomes and Benefits - Outcomes and benefits quiz",elearning,p19949_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x32f/index.htm,"for-review","","",""
0x330,"LM86 - LANDM: Resolving team tension - Different team types",elearning,p15031_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x330/index.htm,"for-review","","",""
0x331,"CS13 - Customer Service: Going the extra mile for your customer - Be engagaing",elearning,p13861_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x331/index.htm,"for-review","","",""
0x332,"CS13 - Customer Service: Going the extra mile for your customer - Provide support",elearning,p13852_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x332/index.htm,"for-review","","",""
0x333,"CS13 - Customer Service: Going the extra mile for your customer - Assess your service skills",elearning,p13867_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x333/index.htm,"for-review","","",""
0x334,"",elearning,,,"for-review","","",""
0x335,"DI11 - Leading Inclusive Teams - Looking at the Overlooked",elearning,p19107_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x335/index.htm,"for-review","","",""
0x336,"AN1 - Analytical: Evidence and analysis - Analysis and working with analysts",elearning,p18964_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x336/index.htm,"for-review","","",""
0x337,"CS8 - Customer Service - Engage more effectively with your customers",elearning,p11905_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x337/index.htm,"for-review","","",""
0x338,"FI4 - Finance: Understanding and using business cases - What is a business case?",elearning,p19570_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x338/index.htm,"for-review","","",""
0x339,"FI4 - Finance: Understanding and using business cases - Knowledge check",elearning,p19648_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x339/index.htm,"for-review","","",""
0x33a,"FI4 - Finance: Understanding and using business cases - Business cases in action",elearning,p19661_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33a/index.htm,"for-review","","",""
0x33b,"FI4 - Finance: Understanding and using business cases - How are business cases produced?",elearning,p19584_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33b/index.htm,"for-review","","",""
0x33c,"PD4 - Project delivery: How projects run - Assurance",elearning,p15494_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33c/index.htm,"for-review","","",""
0x33d,"PD4 - Project delivery: How projects run - Roles and responsibilities",elearning,p15433_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33d/index.htm,"for-review","","",""
0x33e,"PD4 - Project delivery: How projects run - Test your knowledge",elearning,p15451_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33e/index.htm,"for-review","","",""
0x33f,"PD4 - Project delivery: How projects run - Governance",elearning,p15372_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x33f/index.htm,"for-review","","",""
0x340,"GFA Data Quality e-Learn",elearning,adapt_scorm,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x340/index_lms.html,"for-review","","",""
0x341,"LM37 - LANDM - managing people: Building an effective team - Team leader insights",elearning,p16194_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x341/index.htm,"for-review","","",""
0x342,"LM37 - LEADERSHIP AND MANAGEMENT - BUILDING EFFECTIVE TEAMS - MANAGING TEAM ROLES",elearning,p16191_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x342/index.htm,"for-review","","",""
0x343,"LM37 - LANDM - managing people: Building an effective team - Team development",elearning,p14842_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x343/index.htm,"for-review","","",""
0x344,"LM37 - LANDM - managing people: Building an effective team - Leading a team",elearning,p14809_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x344/index.htm,"for-review","","",""
0x345,"LM37 - LANDM - managing people: Building an effective team - Effective teams",elearning,p14822_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x345/index.htm,"for-review","","",""
0x346,"LM37 - LANDM - managing people: Building an effective team - Removing barriers",elearning,p14802_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x346/index.htm,"for-review","","",""
0x347,"",elearning,,,"for-review","","",""
0x348,"Forecasting: Module 3: Soft skills",elearning,p913_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x348/launcher.htm,"for-review","","",""
0x349,"Forecasting: Module 2: Tools, techniques and case studies",elearning,p912_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x349/launcher.htm,"for-review","","",""
0x34a,"Forecasting: Module 1: Foundations",elearning,p903_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34a/launcher.htm,"for-review","","",""
0x34b,"LM18 - LANDM: Developing people - Discussing development needs",elearning,p14602_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34b/index.htm,"for-review","","",""
0x34c,"LM18 - LANDM: Developing people - Assessing development needs",elearning,p14600_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34c/index.htm,"for-review","","",""
0x34d,"LM18 - LANDM: Developing people - See for yourself",elearning,p14692_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34d/index.htm,"for-review","","",""
0x34e,"LM18 - LANDM: Developing people - Supporting development",elearning,p14688_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34e/index.htm,"for-review","","",""
0x34f,"LM18 - LANDM: Developing people - Development activities",elearning,p14604_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x34f/index.htm,"for-review","","",""
0x350,"LM76 - LANDM - Running effective meetings - Managing challenging behaviours and attitudes (NEW)",elearning,p19032_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x350/index.htm,"for-review","","",""
0x351,"LM76 - LANDM - Running effective meetings - Meeting chair: Role and skills (NEW)",elearning,p20234_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x351/index.htm,"for-review","","",""
0x352,"LM76 - LANDM - Running effective meetings - Managing challenging behaviours and attitudes: an optional case study",elearning,p20240_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x352/index.htm,"for-review","","",""
0x353,"LM76 - LANDM - Running effective meetings - Meeting facilitator: Role and skills (NEW)",elearning,p19110_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x353/index.htm,"for-review","","",""
0x354,"PD1 - Project delivery: Introduction to project delivery - How projects run",elearning,p14797_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x354/index.htm,"for-review","","",""
0x355,"PD1 - INTRODUCTION TO PROJECT DELIVERY - PERSPECTIVES ON PROJECTS",elearning,p14735_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x355/index.htm,"for-review","","",""
0x356,"PD1 - Project delivery: Introduction to project delivery - Project delivery in government",elearning,p14562_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x356/index.htm,"for-review","","",""
0x357,"PD6: Project delivery: Project planning - Project planning: quiz",elearning,p17755_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x357/index.htm,"for-review","","",""
0x358,"PD6: Project delivery: Project planning - Creating and maintaning a plan",elearning,p17690_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x358/index.htm,"for-review","","",""
0x359,"PD6: Project delivery: Project planning - Reacting to changes in your plan",elearning,p17673_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x359/index.htm,"for-review","","",""
0x35a,"PD6: Project delivery: Project planning - The importance of project planning",elearning,p17681_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x35a/index.htm,"for-review","","",""
0x35b,"PD6: Project delivery: Project planning - What is project planning?",elearning,p17747_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x35b/index.htm,"for-review","","",""
0x35c,"",elearning,,,"for-review","","",""
0x35d,"LM83 - LEADERSHIP AND MANAGEMENT : MANAGING PEOPLE - DELEGATION - ACHIEVING RESULTS THROUGH OTHERS - FOCUS ACTIVITY 2 - PLANNING DELEGATION",elearning,p15869_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x35d/index.htm,"for-review","","",""
0x35e,"LM83 - LANDM - managing people: Delegation: Achieving results through others - 7 steps of delegation",elearning,p15903_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x35e/index.htm,"for-review","","",""
0x35f,"LM83 - LANDM - managing people: Delegation: Achieving results through others - Framework for effective delegation",elearning,p15868_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x35f/index.htm,"for-review","","",""
0x360,"An Introduction to VAT and PAYE for Government Finance",elearning,p896_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x360/launcher.htm,"for-review","","",""
0x361,"Giving Constructive Feedback",elearning,p38345_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x361/index.htm,"for-review","","",""
0x362,"CS14 - Customer service: Supporting vulnerable customers - Practical skills",elearning,p18950_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x362/index.htm,"for-review","","",""
0x363,"CS14 - Customer Service: Supporting Vulnerable Customers- Meeting the needs of vulnerable customers",elearning,p18947_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x363/index.htm,"for-review","","",""
0x364,"PL3 - Policy: European Union \u2013 Understanding the essentials - Founding Principles",elearning,p13482_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x364/index.htm,"for-review","","",""
0x365,"PL3 - Policy: European Union \u2013 Understanding the essentials - EU External Relations",elearning,p14182_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x365/index.htm,"for-review","","",""
0x366,"PL3 - Policy: European Union \u2013 Understanding the essentials - Law and Institutions",elearning,p13498_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x366/index.htm,"for-review","","",""
0x367,"PL3 - Policy: European Union \u2013 Understanding the essentials - Responsibilities and Finance",elearning,p13489_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x367/index.htm,"for-review","","",""
0x368,"LM77 - LANDM: Applying for jobs - Different types of application",elearning,p18639_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x368/index.htm,"for-review","","",""
0x369,"LM77 - LANDM: Applying for jobs - Writing competency examples",elearning,p17345_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x369/index.htm,"for-review","","",""
0x36a,"LM83 - LANDM - managing people: Delegation: Achieving results through others - Framework for effective delegation",elearning,p15868_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36a/index.htm,"for-review","","",""
0x36b,"LM83 - LEADERSHIP AND MANAGEMENT : MANAGING PEOPLE - DELEGATION - ACHIEVING RESULTS THROUGH OTHERS - FOCUS ACTIVITY 2 - PLANNING DELEGATION",elearning,p15869_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36b/index.htm,"for-review","","",""
0x36c,"LM83 - LANDM - managing people: Delegation: Achieving results through others - 7 steps of delegation",elearning,p15903_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36c/index.htm,"for-review","","",""
0x36d,"LM46 - LANDM: Interview skills for interviewers - What's the question?",elearning,p17335_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36d/index.htm,"for-review","","",""
0x36e,"LM84 - LANDM - managing people: Managing poor performance - In-depth scenario",elearning,p16941_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36e/index.htm,"for-review","","",""
0x36f,"LM19 - LEADERSHIP AND MANAGEMENT - MANAGING PERFORMANCE - MANAGING DIPS IN PERFORMANCE",elearning,p14708_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x36f/index.htm,"for-review","","",""
0x370,"LM84 - LANDM - managing people: Managing poor performance - Important issues in managing poor performance",elearning,p16927_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x370/index.htm,"for-review","","",""
0x371,"LM84 - LANDM - managing people: Managing poor performance - Poor performance scenarios",elearning,p16893_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x371/index.htm,"for-review","","",""
0x372,"LM84 - LANDM - managing people: Managing poor performance - Poor performance procedure",elearning,p16906_57025326d63ae_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x372/index.htm,"for-review","","",""
0x373,"",elearning,,,"for-review","","",""
0x374,"",elearning,,,"for-review","","",""
0x375,"Disability Awareness",elearning,p387_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x375/launcher.htm,"for-review","","",""
0x376,"Equality and Diversity: Essentials",elearning,p951_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x376/launcher.htm,"for-review","","",""
0x377,"",elearning,,,"for-review","","",""
0x378,"",elearning,,,"for-review","","",""
0x379,"",elearning,,,"for-review","","",""
0x37a,"Respect in the Workplace: Dealing with Bullying, Harassment and Discrimination",elearning,p837_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x37a/launcher.htm,"for-review","","",""
0x37b,"",elearning,,,"for-review","","",""
0x37c,"",elearning,,,"for-review","","",""
0x37d,"Managing Discipline and Grievance Cases",elearning,p836_EN_01,https://csl-learning-content.s3.eu-west-2.amazonaws.com/0x37d/launcher.htm,"for-review","","",""
0x37e,"",elearning,,,"for-review","","",""